timestamp,lat,lon,locationName,temperature,atpressure,cloudiness,rain,windspeed,Relationship,job,social,tiredness,Refresh,dow,date,Hour,day slot,Province,District, Previous 1 days, Previous 3 days, Previous 6 days, Previous 10 days,TARGET
12/06/2021 00:05,43.0099735,-7.5547305,"Praza Anxo Fernández Gómez, 7, 27001 Lugo, España",14.31,1026,2,,1.84,4,N/A,4,2,4,2,12/6/2021,12:05 AM,Morning,28,221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4
12/06/2021 02:22,43.0097554,-7.568991,"Rúa Ameneiro, 51, 27004 Lugo, España",14.31,1025,14,,2.11,4,N/A,3,4,2,2,12/6/2021,2:22 AM,Morning,28,221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4
12/06/2021 04:26,43.0097547,-7.5690156,"Rúa Ameneiro, 51, 27004 Lugo, España",14.31,1024,39,,2.01,4,N/A,4,4,2,2,12/6/2021,4:26 AM,Morning,28,221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4
12/06/2021 11:25,43.0097526,-7.5690099,"Rúa Ameneiro, 51, 27004 Lugo, España",21.38,1022,10,,1.79,4,N/A,4,4,2,2,12/6/2021,11:25 AM,Morning,28,221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4
12/06/2021 13:10,43.1914351,-7.8808338,"Lugar Sesulfe, 16, 27300 Sesulfe, Lugo, España",22.17,1019,3,,2.86,4,N/A,4,4,2,2,12/6/2021,1:10 PM,Afternoon,28,221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4
13/06/2021 02:53,43.2809624,-8.2214687,"Av. de Fraga Iribarne, 99, 15319 Betanzos, La Coruña, España",18.14,1019,0,,0.45,4,N/A,4,3,3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
13/06/2021 19:16,43.2809624,-8.2214687,"Av. de Fraga Iribarne, 99, 15319 Betanzos, La Coruña, España",22.99,1020,20,,4.12,4,N/A,4,4,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
13/06/2021 23:23,43.0102402,-7.5651808,"Rúa Monte Picato, 35, 27004 Lugo, España",16.61,1021,98,,2.04,4,N/A,4,5,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
14/06/2021 09:40,43.0116708,-7.5709381,"Rúa Serra de Outes, 5, 27004 Lugo, España",16.93,1026,14,,0.56,4,3,4,2,4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
14/06/2021 13:26,43.0067384,-7.5678901,"Rúa Río Landro, 21, 27004 Lugo, España",25.89,1026,9,,0.64,4,3,4,4,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
14/06/2021 17:19,43.0072659,-7.5553608,"Av. Marqués de Ombreiro, 4, 27004 Lugo, España",16.1,1021,36,,2.11,4,3,4,4,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
14/06/2021 19:07,42.5541693,-6.601532,"Av. de la Lealtad, 4, 24400 Ponferrada, León, España",20.97,1020,80,,2.66,4,2,2,4,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,3
14/06/2021 23:34,40.6531312,-4.0495865,"Calle Tauro, 19, 28440 Guadarrama, Madrid, España",23.32,1017,2,,2.19,4,N/A,4,3,3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
15/06/2021 02:41,40.4797199,-3.8612355,"Av. Paralela, 42D, 28221 Majadahonda, Madrid, España",23.65,1017,0,,3.6,4,2,4,4,2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,4
15/06/2021 10:46,40.4785446,-3.8583725,"Calle de la Tramontana, 17, 28221 Majadahonda, Madrid, España",26.03,1016,0,,2.57,3,3,3,5,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,3
15/06/2021 21:21,40.4781315,-3.8612355,"Calle Mistral, 2, 28221 Majadahonda, Madrid, España",29.46,1011,0,,1.34,5,4,3,1,5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28,221,  3.91 ,  3.91 ,  3.90 ,  3.90 ,5
